,Telefone e Internet-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Celular-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas de Viagens-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Serviços de Terceiros-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Gasolina / Combustível-COM,"120,00 ","274,44 ","494,07 ",,,,"149,06 ",,,,,,,,,"495,40 ",,,,,,,"412,09 ",,,,,,"250,14 ","71,26 ","2.266,46 "
,Estacionamento / Pedágios-COM,,"46,00 ",,,,,,,,,,,,,,,,,,,,,"70,10 ",,,,,,,,"116,10 "
,Eventos com Clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Brindes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outras despesas Comerciais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas Marketing,"0,00 ","0,00 ","296,46 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.534,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","396,72 ","3.227,32 "
,Telefone e Internet-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Celular-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas de Viagens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Gasolina/Combustível-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Estacionamento/Pedágios-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Anúncio/Mídias/Propaganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Agências de markentig e Gestão de trafégo ,,,,,,,,,,,,,,,,"107,38 ",,,,,,,,,,,,,,,"107,38 "
,Realização Eventos,,,"296,46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,"296,46 "
,Serviços de terceiros-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Ferramentas e aplicativos - Marketing,,,,,,,,,,,,,,,,"743,29 ",,,,,,,,,,,,,,"396,72 ","1.140,01 "
,Anuncio marketing B2B,,,,,,,,,,,,,,,,"1.683,47 ",,,,,,,,,,,,,,,"1.683,47 "
,Patrocínios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas Financeiras,"0,00 ","301,72 ","185,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","74,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10,37 ","4,91 ","576,82 "
,Tarifas Bancárias,,"159,00 ",,,,,,,,"74,25 ",,,,,,,,,,,,,,,,,,,,,"233,25 "
,Tarifas de Cartão ,,,"185,57 ",,,,,,,,,,,,,,,,,,,,,,,,,,"10,37 ","4,91 ","200,85 "
,IOF,,"142,72 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,72 "
,Juros e Multas Financeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros despesas financeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Lucro antes dos investimentos,"-44.456,67 ","-1.864,59 ","-4.621,08 ","5.404,50 ","0,00 ","0,00 ","-200,06 ","-1.704,67 ","-1.097,04 ","36.478,86 ","517,44 ","0,00 ","0,00 ","-800,00 ","0,00 ","-5.035,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.674,14 ","-1.580,41 ","-410,17 ","-4.560,74 ","0,00 ","0,00 ","0,00 ","-3.108,71 ","-3.064,73 ","-17.429,65 "
,Investimentos,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.418,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","213,93 ","410,14 ","2.042,72 "
,Investimentos em Bens Materiais,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.418,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","213,93 ","410,14 ","2.042,72 "
,Compra de Máquinas e Equipamentos ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Reformas / Estrutura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Mobiliário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Compra de Veículos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros investimentos em bens materiais,,,,,,,,,,,,,,,,"1.418,65 ",,,,,,,,,,,,,"213,93 ","410,14 ","2.042,72 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros Investimentos,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
,Expansão ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Desembolso Total,"44.456,67 ","1.864,59 ","5.121,08 ","90,00 ","0,00 ","0,00 ","200,06 ","3.404,67 ","1.259,48 ","521,14 ","2.382,56 ","0,00 ","0,00 ","800,00 ","0,00 ","6.454,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.836,86 ","1.880,41 ","410,17 ","4.560,74 ","0,00 ","0,00 ","0,00 ","3.322,64 ","7.299,07 ","103.864,51 "
,LUCRO OPERACIONAL,"-44.456,67 ","-1.864,59 ","-4.621,08 ","5.404,50 ","0,00 ","0,00 ","-200,06 ","-1.704,67 ","-1.097,04 ","36.478,86 ","517,44 ","0,00 ","0,00 ","-800,00 ","0,00 ","-6.454,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.674,14 ","-1.580,41 ","-410,17 ","-4.560,74 ","0,00 ","0,00 ","0,00 ","-3.322,64 ","-3.474,87 ","-19.472,37 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Movimentações Não Operacionais,"0,00 ","-119,71 ","0,00 ","-550,15 ","0,00 ","0,00 ","-1.811,12 ","0,00 ","0,00 ","-2.593,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-2.300,00 ","0,00 ","-2.782,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-10.157,69 "
,Entradas não Operacionais,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
,Empréstimos/Financiamentos obtidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Aporte dos sócios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Venda de equipamentos usados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros entradas não operacionais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Saídas não Operacionais,"0,00 ","119,71 ","0,00 ","550,15 ","0,00 ","0,00 ","1.811,12 ","0,00 ","0,00 ","2.593,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.300,00 ","0,00 ","2.782,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.157,69 "
,Giro Pronampe,,,,"550,15 ",,,"1.811,12 ",,,,,,,,,,,,,,,,,"2.782,89 ",,,,,,,"5.144,16 "
,Juros Bancários e por Atraso,,"119,71 ",,,,,,,,"2.593,82 ",,,,,,,,,,,,,,,,,,,,,"2.713,53 "
,Pagamento de Empréstimos,,,,,,,,,,,,,,,,,,,,,,"2.300,00 ",,,,,,,,,"2.300,00 "
,Retirada de Lucros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Juros de Antecipação de Recebíveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outras saídas não operacionais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Entradas,"0,00 ","0,00 ","500,00 ","5.494,50 ","0,00 ","0,00 ","0,00 ","1.700,00 ","162,44 ","37.000,00 ","2.900,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","32.511,00 ","300,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.824,20 ","84.392,14 "
,Saídas,"44.456,67 ","1.984,30 ","5.121,08 ","640,15 ","0,00 ","0,00 ","2.011,18 ","3.404,67 ","1.259,48 ","3.114,96 ","2.382,56 ","0,00 ","0,00 ","800,00 ","0,00 ","6.454,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","22.136,86 ","1.880,41 ","3.193,06 ","4.560,74 ","0,00 ","0,00 ","0,00 ","3.322,64 ","7.299,07 ","114.022,20 "
,Fluxo (Variação),"-44.456,67 ","-1.984,30 ","-4.621,08 ","4.854,35 ","0,00 ","0,00 ","-2.011,18 ","-1.704,67 ","-1.097,04 ","33.885,04 ","517,44 ","0,00 ","0,00 ","-800,00 ","0,00 ","-6.454,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.374,14 ","-1.580,41 ","-3.193,06 ","-4.560,74 ","0,00 ","0,00 ","0,00 ","-3.322,64 ","-3.474,87 ","-29.630,06 "
