,Despesas Comerciais,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","152,53 ","0,00 ","0,00 ","0,00 ","166,40 ","1.227,15 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.587,08 "
,Telefone e Internet-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Celular-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas de Viagens-COM,,,,,,"41,00 ",,,,,,,,,,,,,,,,,,,,,,,,,,"41,00 "
,Serviços de Terceiros-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Gasolina / Combustível-COM,,,,,,,,,,,,,,,,,,,,,"152,53 ",,,,"150,00 ","925,14 ",,,,,,"1.227,67 "
,Estacionamento / Pedágios-COM,,,,,,,,,,,,,,,,,,,,,,,,,"16,40 ","302,01 ",,,,,,"318,41 "
,Eventos com Clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Brindes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outras despesas Comerciais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas Marketing,"0,00 ","0,00 ","2.847,42 ","0,00 ","0,00 ","286,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.464,60 ","0,00 ","0,00 ","978,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.576,78 "
,Telefone e Internet-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Celular-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas de Viagens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Gasolina/Combustível-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Estacionamento/Pedágios-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Anúncio/Mídias/Propaganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Agências de markentig e Gestão de trafégo ,,,,,,,,,,,,,,,,,,,,,"107,38 ",,,"978,47 ",,,,,,,,"1.085,85 "
,Realização Eventos,,,,,,"286,29 ",,,,,,,,,,,,,,,,,,,,,,,,,,"286,29 "
,Serviços de terceiros-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Ferramentas e aplicativos - Marketing,,,"2.847,42 ",,,,,,,,,,,,,,,,,,"1.271,85 ",,,,,,,,,,,"4.119,27 "
,Anuncio marketing B2B,,,,,,,,,,,,,,,,,,,,,"2.085,37 ",,,,,,,,,,,"2.085,37 "
,Patrocínios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas Financeiras,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","89,77 ","9,37 ","0,00 ","0,00 ","75,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","174,54 "
,Tarifas Bancárias,,,,,,"89,77 ","9,37 ",,,"75,40 ",,,,,,,,,,,,,,,,,,,,,,"174,54 "
,Tarifas de Cartão ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,IOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Juros e Multas Financeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros despesas financeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Lucro antes dos investimentos,"0,00 ","2.500,00 ","-45.230,85 ","0,00 ","0,00 ","2.352,16 ","-16,87 ","0,00 ","0,00 ","-735,40 ","-1.082,57 ","-11,70 ","-1.526,00 ","-549,00 ","0,00 ","0,00 ","-1.980,63 ","0,00 ","908,57 ","-1.616,60 ","-14.518,82 ","0,00 ","0,00 ","-2.422,10 ","-664,20 ","39.847,40 ","-223,69 ","-14.964,34 ","0,00 ","0,00 ","-6.593,97 ","-46.528,61 "
,Investimentos,"0,00 ","0,00 ","991,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.214,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.205,41 "
,Investimentos em Bens Materiais,"0,00 ","0,00 ","991,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.214,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.205,41 "
,Compra de Máquinas e Equipamentos ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Reformas / Estrutura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Mobiliário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Compra de Veículos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros investimentos em bens materiais,,,"991,10 ",,,,,,,,,,,,,,,,,,"1.214,31 ",,,,,,,,,,,"2.205,41 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros Investimentos,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
,Expansão ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Desembolso Total,"0,00 ","0,00 ","47.111,95 ","0,00 ","0,00 ","3.142,34 ","16,87 ","0,00 ","0,00 ","1.275,40 ","1.082,57 ","11,70 ","1.526,00 ","873,00 ","0,00 ","0,00 ","1.980,63 ","0,00 ","344,43 ","1.616,60 ","15.733,13 ","0,00 ","0,00 ","5.418,10 ","664,20 ","14.170,72 ","223,69 ","14.964,34 ","0,00 ","0,00 ","6.593,97 ","116.749,64 "
,LUCRO OPERACIONAL,"0,00 ","2.500,00 ","-46.221,95 ","0,00 ","0,00 ","2.352,16 ","-16,87 ","0,00 ","0,00 ","-735,40 ","-1.082,57 ","-11,70 ","-1.526,00 ","-549,00 ","0,00 ","0,00 ","-1.980,63 ","0,00 ","908,57 ","-1.616,60 ","-15.733,13 ","0,00 ","0,00 ","-2.422,10 ","-664,20 ","39.847,40 ","-223,69 ","-14.964,34 ","0,00 ","0,00 ","-6.593,97 ","-48.734,02 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Movimentações Não Operacionais,"0,00 ","0,00 ","0,00 ","0,00 ","-2.159,14 ","-459,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-2.619,00 "
,Entradas não Operacionais,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
,Empréstimos/Financiamentos obtidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Aporte dos sócios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Venda de equipamentos usados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros entradas não operacionais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Saídas não Operacionais,"0,00 ","0,00 ","0,00 ","0,00 ","2.159,14 ","459,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.619,00 "
,Giro Pronampe,,,,,"2.159,14 ","92,12 ",,,,,,,,,,,,,,,,,,,,,,,,,,"2.251,26 "
,Juros Bancários e por Atraso,,,,,,"367,74 ",,,,,,,,,,,,,,,,,,,,,,,,,,"367,74 "
,Pagamento de Empréstimos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Retirada de Lucros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Juros de Antecipação de Recebíveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outras saídas não operacionais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Entradas,"0,00 ","2.500,00 ","890,00 ","0,00 ","0,00 ","5.494,50 ","0,00 ","0,00 ","0,00 ","540,00 ","0,00 ","0,00 ","0,00 ","324,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.253,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.996,00 ","0,00 ","54.018,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","68.015,62 "
,Saídas,"0,00 ","0,00 ","47.111,95 ","0,00 ","2.159,14 ","3.602,20 ","16,87 ","0,00 ","0,00 ","1.275,40 ","1.082,57 ","11,70 ","1.526,00 ","873,00 ","0,00 ","0,00 ","1.980,63 ","0,00 ","344,43 ","1.616,60 ","15.733,13 ","0,00 ","0,00 ","5.418,10 ","664,20 ","14.170,72 ","223,69 ","14.964,34 ","0,00 ","0,00 ","6.593,97 ","119.368,64 "
,Fluxo (Variação),"0,00 ","2.500,00 ","-46.221,95 ","0,00 ","-2.159,14 ","1.892,30 ","-16,87 ","0,00 ","0,00 ","-735,40 ","-1.082,57 ","-11,70 ","-1.526,00 ","-549,00 ","0,00 ","0,00 ","-1.980,63 ","0,00 ","908,57 ","-1.616,60 ","-15.733,13 ","0,00 ","0,00 ","-2.422,10 ","-664,20 ","39.847,40 ","-223,69 ","-14.964,34 ","0,00 ","0,00 ","-6.593,97 ","-51.353,02 "
