,Serviços de Terceiros,,"7.500,00 ","7.500,00 ","7.500,00 ","7.500,00 ","7.500,00 ","7.500,00 ","7.500,00 ","7.500,00 ","7.500,00 ",,,"67.500,00 ",,
,Hotel prestação de serviços,"3.482,56 ","6.479,84 ","6.337,90 ","8.702,56 ","9.111,65 ","8.088,93 ","9.588,93 ","6.905,90 ","7.405,79 ","5.819,50 ","4.810,75 ","2.983,47 ","79.717,78 ",,
,Passagem aérea,"8.512,93 ","15.839,60 ","15.839,60 ","21.272,93 ","22.272,90 ","19.772,93 ","23.439,60 ","16.879,60 ","18.212,93 ","14.226,20 ","11.759,60 ","7.292,80 ","195.321,62 ",,
,Comissão parceiros ,,,,,,,,,,,,,"0,00 ",,
,Comissão Junior,,"1.000,00 ",,,"1.000,00 ",,,"1.000,00 ",,,"2.000,00 ",,"5.000,00 ",,
,Comissão Otávio,,"1.000,00 ",,,"1.000,00 ",,,"1.000,00 ",,,"2.000,00 ",,"5.000,00 ",,
,Comissão lançamento de marketing,,"1.000,00 ",,,"1.000,00 ",,,"1.000,00 ",,,"2.000,00 ",,"5.000,00 ",,
,Comissão Closer,"2.900,00 ","3.750,00 ","4.500,00 ","6.250,00 ","6.250,00 ","6.250,00 ","6.250,00 ","6.250,00 ","6.250,00 ","6.250,00 ","3.750,00 ","2.500,00 ","61.150,00 ",,
,Comissão SDR,"1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","21.600,00 ",,
,Comissão parceiros - Rolamentos,"17.000,00 ","25.500,00 ","25.500,00 ","25.500,00 ","25.500,00 ","25.500,00 ","25.500,00 ","25.500,00 ","25.500,00 ","25.500,00 ","17.000,00 ","17.000,00 ","280.500,00 ",,
,Outros custos de serviços prestados,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,Custos com Mão de Obra ,"31.204,08 ","31.204,08 ","35.986,00 ","37.686,00 ","37.686,00 ","37.686,00 ","37.686,00 ","37.686,00 ","37.686,00 ","37.686,00 ","49.886,00 ","49.886,00 ","461.968,16 ",,
,Salário,"8.100,08 ","8.100,08 ","12.882,00 ","12.882,00 ","12.882,00 ","12.882,00 ","12.882,00 ","12.882,00 ","12.882,00 ","12.882,00 ","12.882,00 ","12.882,00 ","145.020,16 ",,
,Pró-Labore,"10.800,00 ","10.800,00 ","10.800,00 ","12.000,00 ","12.000,00 ","12.000,00 ","12.000,00 ","12.000,00 ","12.000,00 ","12.000,00 ","12.000,00 ","12.000,00 ","140.400,00 ",,
,Décimo terceiro,,,,,,,,,,,"12.200,00 ","12.200,00 ","24.400,00 ",,
,Férias,"660,00 ","660,00 ","660,00 ","660,00 ","660,00 ","660,00 ","660,00 ","660,00 ","660,00 ","660,00 ","660,00 ","660,00 ","7.920,00 ",,
,Rescisão,,,,,,,,,,,,,"0,00 ",,
,INSS ,"6.784,00 ","6.784,00 ","6.784,00 ","6.784,00 ","6.784,00 ","6.784,00 ","6.784,00 ","6.784,00 ","6.784,00 ","6.784,00 ","6.784,00 ","6.784,00 ","81.408,00 ",,
,FGTS,"1.800,00 ","1.800,00 ","1.800,00 ","2.300,00 ","2.300,00 ","2.300,00 ","2.300,00 ","2.300,00 ","2.300,00 ","2.300,00 ","2.300,00 ","2.300,00 ","26.100,00 ",,
,IRPF,,,,,,,,,,,,,"0,00 ",,
,Alimentação Escritório,,,,,,,,,,,,,"0,00 ",,
,Vale transporte,"1.260,00 ","1.260,00 ","1.260,00 ","1.260,00 ","1.260,00 ","1.260,00 ","1.260,00 ","1.260,00 ","1.260,00 ","1.260,00 ","1.260,00 ","1.260,00 ","15.120,00 ",,
,Treinamento e Desenvolvimento,"1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","1.800,00 ","21.600,00 ",,
,Outras Custos com Mão de Obra Direta,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
, Lucro Bruto,"-29.813,13 ","14.268,60 ","85.146,60 ","73.133,95 ","154.965,80 ","154.111,21 ","125.944,54 ","192.070,60 ","89.171,49 ","135.040,80 ","168.676,90 ","110.414,26 ","1.273.131,62 ",,
, Despesas Operacionais,"46.865,84 ","47.345,84 ","53.395,84 ","49.934,84 ","54.445,84 ","49.445,84 ","70.095,84 ","49.445,84 ","54.445,84 ","50.095,84 ","49.445,84 ","52.285,84 ","627.249,08 ",,"20,77%"
,Despesas Administrativas,"5.300,84 ","5.300,84 ","5.300,84 ","5.689,84 ","5.300,84 ","5.300,84 ","5.300,84 ","5.300,84 ","5.300,84 ","5.300,84 ","5.300,84 ","5.300,84 ","63.999,08 ",,
,Telefone e Internet ,"449,00 ","449,00 ","449,00 ","588,00 ","449,00 ","449,00 ","449,00 ","449,00 ","449,00 ","449,00 ","449,00 ","449,00 ","5.527,00 ",,
,Celular-ADM,,,,,,,,,,,,,"0,00 ",,
,Energia Elétrica,"120,00 ","120,00 ","120,00 ","120,00 ","120,00 ","120,00 ","120,00 ","120,00 ","120,00 ","120,00 ","120,00 ","120,00 ","1.440,00 ",,
,Aluguel e Condomínio,"1.981,84 ","1.981,84 ","1.981,84 ","1.981,84 ","1.981,84 ","1.981,84 ","1.981,84 ","1.981,84 ","1.981,84 ","1.981,84 ","1.981,84 ","1.981,84 ","23.782,08 ",,
,Água,"80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","960,00 ",,
,IPTU e Taxas Públicas,,,,,,,,,,,,,"0,00 ",,
,Despesas de Viagens-ADM,,,,,,,,,,,,,"0,00 ",,
,Contabilidade,"360,00 ","360,00 ","360,00 ","360,00 ","360,00 ","360,00 ","360,00 ","360,00 ","360,00 ","360,00 ","360,00 ","360,00 ","4.320,00 ",,
,Licenças de softwares,,,,,,,,,,,,,"0,00 ",,
,Consultoria Financeira,"1.200,00 ","1.200,00 ","1.200,00 ","1.200,00 ","1.200,00 ","1.200,00 ","1.200,00 ","1.200,00 ","1.200,00 ","1.200,00 ","1.200,00 ","1.200,00 ","14.400,00 ",,
,Serviços de terceiros-ADM,,,,,,,,,,,,,"0,00 ",,
,Manutenção escritório,"80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","80,00 ","960,00 ",,
,Manutenção Máquinas e Equipamentos-ADM,,,,,,,,,,,,,"0,00 ",,
,Materiais de Expediente/Escritório,"180,00 ","180,00 ","180,00 ","180,00 ","180,00 ","180,00 ","180,00 ","180,00 ","180,00 ","180,00 ","180,00 ","180,00 ","2.160,00 ",,
,Faxina do escritório,"600,00 ","600,00 ","600,00 ","600,00 ","600,00 ","600,00 ","600,00 ","600,00 ","600,00 ","600,00 ","600,00 ","600,00 ","7.200,00 ",,
,Seguros,"250,00 ","250,00 ","250,00 ","500,00 ","250,00 ","250,00 ","250,00 ","250,00 ","250,00 ","250,00 ","250,00 ","250,00 ","3.250,00 ",,
,Gasolina / Combustível-ADM,,,,,,,,,,,,,"0,00 ",,
,Estacionamento / Pedágios-ADM,,,,,,,,,,,,,"0,00 ",,
,Reembolso,,,,,,,,,,,,,"0,00 ",,
,Sistemas ADM,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,Despesas com Pessoal,"36.535,00 ","36.515,00 ","37.565,00 ","38.715,00 ","38.615,00 ","38.615,00 ","39.265,00 ","38.615,00 ","38.615,00 ","39.265,00 ","38.615,00 ","39.455,00 ","460.390,00 ",,
,Salário-ADM,"12.309,00 ","12.309,00 ","12.309,00 ","12.309,00 ","12.309,00 ","12.309,00 ","12.309,00 ","12.309,00 ","12.309,00 ","12.309,00 ","12.309,00 ","12.309,00 ","147.708,00 ",,
,Pró-Labore-ADM,"16.200,00 ","16.200,00 ","16.200,00 ","18.000,00 ","18.000,00 ","18.000,00 ","18.000,00 ","18.000,00 ","18.000,00 ","18.000,00 ","18.000,00 ","18.000,00 ","210.600,00 ",,
,Décimo terceiro-ADM,,,,,,,,,,,,,"0,00 ",,
,Férias-ADM,,,,,,,,,,,,,"0,00 ",,
,Rescisão-ADM,,,,,,,,,,,,,"0,00 ",,
,INSS-ADM,,,,,,,,,,,,,"0,00 ",,
,IRRF-ADM,"1.696,00 ","1.696,00 ","1.696,00 ","1.696,00 ","1.696,00 ","1.696,00 ","1.696,00 ","1.696,00 ","1.696,00 ","1.696,00 ","1.696,00 ","1.696,00 ","20.352,00 ",,
,FGTS-ADM,,,,,,,,,,,,,"0,00 ",,
,Vale transporte-ADM,,,,,,,,,,,,,"0,00 ",,
,Vale Alimentação-ADM,"3.200,00 ","3.200,00 ","3.600,00 ","3.600,00 ","4.000,00 ","4.000,00 ","4.000,00 ","4.000,00 ","4.000,00 ","4.000,00 ","4.000,00 ",,"41.600,00 ",,
,Convênio Medico-ADM,"1.850,00 ","1.850,00 ","1.850,00 ","1.850,00 ","1.850,00 ","1.850,00 ","1.850,00 ","1.850,00 ","1.850,00 ","1.850,00 ","1.850,00 ","1.850,00 ","22.200,00 ",,
,Exames ocupacionais-ADM,"120,00 ","100,00 ","100,00 ","100,00 ","100,00 ","100,00 ","100,00 ","100,00 ","100,00 ","100,00 ","100,00 ","100,00 ","1.220,00 ",,
,Treinamento e Desenvolvimento-ADM,,,,,,,,,,,,,"0,00 ",,
,Confraternização,"160,00 ","160,00 ","160,00 ","160,00 ","160,00 ","160,00 ","160,00 ","160,00 ","160,00 ","160,00 ","160,00 ","5.000,00 ","6.760,00 ",,
,Consultoria de Recursos Humanos,"1.000,00 ","1.000,00 ","1.000,00 ","1.000,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","8.000,00 ",,
,Uniformes e EPIs,,,"650,00 ",,,,"650,00 ",,,"650,00 ",,,"1.950,00 ",,
,Despesas Comerciais,"1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","18.000,00 ",,
,Telefone e Internet-COM,,,,,,,,,,,,,"0,00 ",,
,Celular-COM,,,,,,,,,,,,,"0,00 ",,
,Despesas de Viagens-COM,"1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","18.000,00 ",,
,Serviços de Terceiros-COM,,,,,,,,,,,,,"0,00 ",,
,Gasolina / Combustível-COM,,,,,,,,,,,,,"0,00 ",,
,Estacionamento / Pedágios-COM,,,,,,,,,,,,,"0,00 ",,
,Eventos com Clientes,,,,,,,,,,,,,"0,00 ",,
,Brindes,,,,,,,,,,,,,"0,00 ",,
,Outras despesas Comerciais,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,Despesas Marketing,"3.180,00 ","3.680,00 ","8.680,00 ","3.680,00 ","8.680,00 ","3.680,00 ","23.680,00 ","3.680,00 ","8.680,00 ","3.680,00 ","3.680,00 ","5.680,00 ","80.660,00 ",,
,Telefone e Internet-MKT,,,,,,,,,,,,,"0,00 ",,
,Celular-MKT,,,,,,,,,,,,,"0,00 ",,
,Despesas de Viagens,,,,,,,,,,,,,"0,00 ",,
,Gasolina/Combustível-MKT,,,,,,,,,,,,,"0,00 ",,
,Estacionamento/Pedágios-MKT,,,,,,,,,,,,,"0,00 ",,
,Anúncio/Mídias/Propaganda,,,,,,,,,,,,,"0,00 ",,
,Agências de markentig e Gestão de trafégo ,"500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","500,00 ","6.000,00 ",,
,Realização Eventos,,,"5.000,00 ",,"5.000,00 ",,"20.000,00 ",,"5.000,00 ",,,"2.000,00 ","37.000,00 ",,
,Serviços de terceiros-MKT,,,,,,,,,,,,,"0,00 ",,
,Ferramentas e aplicativos - Marketing,"1.680,00 ","1.680,00 ","1.680,00 ","1.680,00 ","1.680,00 ","1.680,00 ","1.680,00 ","1.680,00 ","1.680,00 ","1.680,00 ","1.680,00 ","1.680,00 ","20.160,00 ",,
,Anuncio marketing B2B,"1.000,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","17.500,00 ",,
,Patrocínios,,,,,,,,,,,,,"0,00 ",,
,Despesas Financeiras,"350,00 ","350,00 ","350,00 ","350,00 ","350,00 ","350,00 ","350,00 ","350,00 ","350,00 ","350,00 ","350,00 ","350,00 ","4.200,00 ",,
,Tarifas Bancárias,"150,00 ","150,00 ","150,00 ","150,00 ","150,00 ","150,00 ","150,00 ","150,00 ","150,00 ","150,00 ","150,00 ","150,00 ","1.800,00 ",,
,Tarifas de Cartão ,,,,,,,,,,,,,"0,00 ",,
,IOF,,,,,,,,,,,,,"0,00 ",,
,Juros e Multas Financeiras,"200,00 ","200,00 ","200,00 ","200,00 ","200,00 ","200,00 ","200,00 ","200,00 ","200,00 ","200,00 ","200,00 ","200,00 ","2.400,00 ",,
,Outros despesas financeiras,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
, Lucro antes dos investimentos,"-76.678,97 ","-33.077,24 ","31.750,76 ","23.199,11 ","100.519,96 ","104.665,37 ","55.848,70 ","142.624,76 ","34.725,65 ","84.944,96 ","119.231,06 ","58.128,42 ","645.882,54 ",,
, Investimentos,"2.500,00 ","2.500,00 ","2.500,00 ","2.000,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","21.500,00 ",,
,Investimentos em Bens Materiais,"1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","18.000,00 ",,
,Compra de Máquinas e Equipamentos ,,,,,,,,,,,,,"0,00 ",,
,Reformas / Estrutura,,,,,,,,,,,,,"0,00 ",,
,Mobiliário,"1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","1.500,00 ","18.000,00 ",,
,Compra de Veículos,,,,,,,,,,,,,"0,00 ",,
,Outros investimentos em bens materiais,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,Outros Investimentos,"1.000,00 ","1.000,00 ","1.000,00 ","500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.500,00 ",,
,Expansão ,"1.000,00 ","1.000,00 ","1.000,00 ","500,00 ",,,,,,,,,"3.500,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,Desembolso Total,"141.172,97 ","181.265,24 ","208.837,24 ","225.138,89 ","242.568,04 ","233.422,63 ","254.739,30 ","232.963,24 ","222.462,35 ","202.243,04 ","187.540,94 ","166.259,58 ","2.498.613,46 ",,
,LUCRO OPERACIONAL,"-79.178,97 ","-35.577,24 ","29.250,76 ","21.199,11 ","99.019,96 ","103.165,37 ","54.348,70 ","141.124,76 ","33.225,65 ","83.444,96 ","117.731,06 ","56.628,42 ","624.382,54 ",,
,,,,,,,,,,,,,,"0,00 ",,
, Movimentações Não Operacionais,"-1.870,00 ","-1.870,00 ","-1.870,00 ","-1.870,00 ","-1.870,00 ","-1.870,00 ","-1.870,00 ","-1.870,00 ","-1.870,00 ","-1.870,00 ","-1.870,00 ","-1.870,00 ","-22.440,00 ",,"-0,72%"
,Entradas não Operacionais,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ",,
,Empréstimos/Financiamentos obtidos,,,,,,,,,,,,,"0,00 ",,
,Aporte dos sócios,,,,,,,,,,,,,"0,00 ",,
,Venda de equipamentos usados,,,,,,,,,,,,,"0,00 ",,
,Outros entradas não operacionais,,,,,,,,,,,,,"0,00 ",,
,,,,,,,,,,,,,,"0,00 ",,
,Saídas não Operacionais,"1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","22.440,00 ",,
,Giro Pronampe,"1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","1.870,00 ","22.440,00 ",,
,Juros Bancários e por Atraso,,,,,,,,,,,,,"0,00 ",,
,Pagamento de Empréstimos,,,,,,,,,,,,,"0,00 ",,
,Retirada de Lucros,,,,,,,,,,,,,"0,00 ",,
,Juros de Antecipação de Recebíveis,,,,,,,,,,,,,"0,00 ",,
,Outras saídas não operacionais,,,,,,,,,,,,,"0,00 ",,
, Lucro Líquido de caixa mensal,"-81.048,97 ","-37.447,24 ","27.380,76 ","19.329,11 ","97.149,96 ","101.295,37 ","52.478,70 ","139.254,76 ","31.355,65 ","81.574,96 ","115.861,06 ","54.758,42 ","601.942,54 ",,
, Lucro líquido acumulado (Reservas),"-6.193,91 ","-43.641,15 ","-16.260,39 ","3.068,72 ","100.218,68 ","201.514,05 ","253.992,75 ","393.247,51 ","424.603,16 ","506.178,12 ","622.039,18 ","676.797,60 ","676.797,60 ",,"21,67%"
,Saldo do ano anterior,"74.855,06 ",,,,,,,,,,,,,,
