,Despesas Comerciais,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.309,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","485,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","370,90 ","207,49 ","0,00 ","48,65 ","0,00 ","0,00 ","2.422,88 "
,Telefone e Internet-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Celular-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas de Viagens-COM,,,,,,,,,,,,,,,,"150,00 ",,,,,,,,,,,,,,,,"150,00 "
,Serviços de Terceiros-COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Gasolina / Combustível-COM,,,,,,,"1.099,85 ",,,,,,,,,"150,59 ",,,,,,,,,,"295,00 ",,,,,,"1.545,44 "
,Estacionamento / Pedágios-COM,,,,,,,"210,00 ",,,,,,,,,"185,40 ",,,,,,,,,,,,,,,,"395,40 "
,Eventos com Clientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Brindes,,,,,,,,,,,,,,,,,,,,,,,,,,"75,90 ",,,"48,65 ",,,"124,55 "
,Outras despesas Comerciais,,,,,,,,,,,,,,,,,,,,,,,,,,,"207,49 ",,,,,"207,49 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas Marketing,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.296,40 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.329,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.150,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.775,56 "
,Telefone e Internet-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Celular-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Despesas de Viagens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Gasolina/Combustível-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Estacionamento/Pedágios-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Anúncio/Mídias/Propaganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Agências de markentig e Gestão de trafégo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Realização Eventos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Serviços de terceiros-MKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Ferramentas e aplicativos - Marketing,,,,,,,"530,89 ",,,,,,,,,"1.083,21 ",,,,,,,,,,,,,,,,"1.614,10 "
,Anuncio marketing B2B,,,,,,,"765,51 ",,,,,,,,,"1.245,95 ",,,,,,,,,,,,,,,,"2.011,46 "
,Patrocínios,,,,,,,,,,,,,,,,,,,,,,,"1.150,00 ",,,,,,,,,"1.150,00 "
,Despesas Financeiras,"0,00 ","0,00 ","0,00 ","0,00 ","649,61 ","0,00 ","41,95 ","0,00 ","0,00 ","0,00 ","0,00 ","2.730,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","359,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.781,08 "
,Tarifas Bancárias,,,,,"159,00 ",,,,,,,"2.730,16 ",,,,,,,,,,,,,,,,,,,,"2.889,16 "
,Tarifas de Cartão ,,,,,"214,61 ",,,,,,,,,,,,,,,,,,,,,"359,36 ",,,,,,"573,97 "
,IOF,,,,,"276,00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,"276,00 "
,Juros e Multas Financeiras,,,,,,,"41,95 ",,,,,,,,,,,,,,,,,,,,,,,,,"41,95 "
,Outros despesas financeiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Lucro antes dos investimentos,"0,00 ","-17.350,43 ","0,00 ","0,00 ","-1.015,60 ","5.494,50 ","96.236,23 ","-720,00 ","0,00 ","0,00 ","0,00 ","-16.991,84 ","0,00 ","0,00 ","-353,50 ","-8.950,98 ","0,00 ","0,00 ","-1.954,64 ","-651,00 ","-154,50 ","-100,00 ","19.104,98 ","0,00 ","0,00 ","-1.931,74 ","-1.008,49 ","9.800,00 ","-3.403,65 ","0,00 ","0,00 ","76.049,34 "
,Investimentos,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","636,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","130,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","766,74 "
,Investimentos em Bens Materiais,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","636,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","130,16 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","766,74 "
,Compra de Máquinas e Equipamentos ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Reformas / Estrutura,,,,,,,,,,,,,,,,"130,16 ",,,,,,,,,,,,,,,,"130,16 "
,Mobiliário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Compra de Veículos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros investimentos em bens materiais,,,,,,,"636,58 ",,,,,,,,,,,,,,,,,,,,,,,,,"636,58 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros Investimentos,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
,Expansão ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Desembolso Total,"0,00 ","17.350,43 ","0,00 ","0,00 ","1.015,60 ","0,00 ","119.027,85 ","720,00 ","0,00 ","0,00 ","0,00 ","16.991,84 ","0,00 ","0,00 ","353,50 ","9.081,14 ","0,00 ","0,00 ","2.304,64 ","651,00 ","154,50 ","100,00 ","7.595,02 ","0,00 ","0,00 ","4.929,74 ","1.008,49 ","0,00 ","3.403,65 ","0,00 ","0,00 ","184.687,40 "
,LUCRO OPERACIONAL,"0,00 ","-17.350,43 ","0,00 ","0,00 ","-1.015,60 ","5.494,50 ","95.599,65 ","-720,00 ","0,00 ","0,00 ","0,00 ","-16.991,84 ","0,00 ","0,00 ","-353,50 ","-9.081,14 ","0,00 ","0,00 ","-1.954,64 ","-651,00 ","-154,50 ","-100,00 ","19.104,98 ","0,00 ","0,00 ","-1.931,74 ","-1.008,49 ","9.800,00 ","-3.403,65 ","0,00 ","0,00 ","75.282,60 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Movimentações Não Operacionais,"0,00 ","0,00 ","0,00 ","0,00 ","-1.842,61 ","-359,08 ","-25.834,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-99,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-2.814,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","-30.948,93 "
,Entradas não Operacionais,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
,Empréstimos/Financiamentos obtidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Aporte dos sócios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Venda de equipamentos usados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outros entradas não operacionais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Saídas não Operacionais,"0,00 ","0,00 ","0,00 ","0,00 ","1.842,61 ","359,08 ","25.834,00 ","0,00 ","0,00 ","0,00 ","0,00 ","99,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.814,24 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.948,93 "
,Giro Pronampe,,,,,"1.842,61 ","359,08 ",,,,,,,,,,,,,,,,,,,,"2.814,24 ",,,,,,"5.015,93 "
,Juros Bancários e por Atraso,,,,,,,,,,,,"99,00 ",,,,,,,,,,,,,,,,,,,,"99,00 "
,Pagamento de Empréstimos,,,,,,,"25.834,00 ",,,,,,,,,,,,,,,,,,,,,,,,,"25.834,00 "
,Retirada de Lucros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Juros de Antecipação de Recebíveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Outras saídas não operacionais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,00 "
,Entradas,"0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.494,50 ","214.627,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","350,00 ","0,00 ","0,00 ","0,00 ","26.700,00 ","0,00 ","0,00 ","2.998,00 ","0,00 ","9.800,00 ","0,00 ","0,00 ","0,00 ","259.970,00 "
,Saídas,"0,00 ","17.350,43 ","0,00 ","0,00 ","2.858,21 ","359,08 ","144.861,85 ","720,00 ","0,00 ","0,00 ","0,00 ","17.090,84 ","0,00 ","0,00 ","353,50 ","9.081,14 ","0,00 ","0,00 ","2.304,64 ","651,00 ","154,50 ","100,00 ","7.595,02 ","0,00 ","0,00 ","7.743,98 ","1.008,49 ","0,00 ","3.403,65 ","0,00 ","0,00 ","215.636,33 "
